attempt_number,confidence_level,created_at,device_used,feedback_helpful_rating,feedback_viewed,is_correct,points_earned,reflection_submitted,reflection_text,response_id,response_time_seconds,scenario_id,selected_choice,session_id,student_id
2,Somewhat Sure,2024-09-25T08:14:00.000Z,desktop,,false,false,0,false,I learned about online stranger danger,15417,228,8,2,sess_564054,12179
2,Very Sure,2025-04-11T16:32:00.000Z,desktop,4,true,false,0,false,,15418,207,16,3,sess_281537,10033
2,Somewhat Sure,2025-01-02T21:02:00.000Z,mobile,4,true,false,0,false,I learned about digital footprint check,15419,92,13,2,sess_199717,4027
2,Very Sure,2025-07-22T07:23:00.000Z,mobile,3,true,false,0,true,,15420,51,12,1,sess_386357,9709
2,Somewhat Sure,2025-06-24T21:51:00.000Z,mobile,,true,false,0,false,,15421,286,3,2,sess_225977,2966
2,Somewhat Sure,2025-04-22T10:31:00.000Z,tablet,5,true,false,0,false,,15422,98,16,1,sess_746208,12703
2,Somewhat Sure,2025-11-12T22:01:00.000Z,mobile,,true,false,0,false,,15423,59,26,3,sess_260670,1319
2,Unsure,2025-11-06T07:05:00.000Z,mobile,4,false,false,0,false,,15424,88,7,3,sess_926051,1731
2,Somewhat Sure,2025-01-05T10:27:00.000Z,desktop,5,true,false,0,false,,15425,297,21,1,sess_753876,13084
2,Unsure,2025-04-13T13:32:00.000Z,desktop,3,false,false,0,false,,15426,196,38,4,sess_823935,3775
2,Guessed,2025-02-09T16:04:00.000Z,mobile,3,true,true,15,true,,15427,157,20,3,sess_649288,66
2,Somewhat Sure,2024-08-16T11:03:00.000Z,mobile,,true,false,0,false,,15428,291,20,2,sess_471039,8007
2,Unsure,2025-05-01T11:01:00.000Z,mobile,5,true,false,0,true,I learned about app permission review,15429,120,9,1,sess_647393,7267
2,Somewhat Sure,2025-01-20T15:29:00.000Z,tablet,4,true,true,40,false,,15430,202,28,4,sess_275092,4019
1,Somewhat Sure,2024-09-18T13:07:00.000Z,mobile,4,true,false,0,false,,15431,166,2,1,sess_526968,3517
1,Unsure,2024-10-25T11:32:00.000Z,tablet,,true,false,0,false,,15432,196,21,3,sess_238478,1413
1,Very Sure,2025-08-13T15:00:00.000Z,mobile,,true,false,0,false,,15433,287,18,2,sess_559229,14414
1,Unsure,2025-05-01T12:02:00.000Z,mobile,,true,false,0,false,,15434,240,18,2,sess_508330,9656
1,Somewhat Sure,2024-09-03T13:23:00.000Z,mobile,4,true,false,0,true,I learned about online stranger danger,15435,144,8,2,sess_581124,5919
2,Very Sure,2025-04-19T11:21:00.000Z,desktop,,true,true,25,true,,15436,275,25,3,sess_957720,8206
1,Very Sure,2025-04-22T12:21:00.000Z,desktop,,true,true,25,true,,15437,267,32,3,sess_102580,1758
2,Very Sure,2024-09-17T16:28:00.000Z,mobile,5,true,false,0,true,I learned about safe search practices,15438,31,33,1,sess_115191,3608
2,Unsure,2025-12-19T12:18:00.000Z,mobile,4,false,false,0,false,I learned about digital footprint check,15439,225,13,4,sess_726317,8168
1,Very Sure,2025-03-14T07:47:00.000Z,desktop,4,true,false,0,false,,15440,211,13,1,sess_879060,7829
1,Somewhat Sure,2025-03-05T14:54:00.000Z,mobile,,true,false,0,false,,15441,170,38,3,sess_245263,10891
1,Somewhat Sure,2025-07-14T07:27:00.000Z,mobile,4,true,false,0,true,,15442,167,23,1,sess_660575,8834
2,Somewhat Sure,2025-04-09T06:22:00.000Z,mobile,5,false,false,0,false,,15443,212,14,2,sess_126555,8950
2,Unsure,2025-10-07T20:19:00.000Z,mobile,5,false,false,0,true,,15444,219,37,1,sess_139580,6332
2,Somewhat Sure,2025-05-25T13:34:00.000Z,desktop,,true,false,0,false,,15445,176,8,2,sess_491708,5732
2,Very Sure,2025-01-10T11:11:00.000Z,mobile,3,false,false,0,false,,15446,138,5,1,sess_967790,7232
2,Unsure,2024-06-13T10:40:00.000Z,mobile,,true,false,0,false,,15447,246,19,2,sess_206135,9662
2,Unsure,2025-05-15T17:06:00.000Z,desktop,5,true,false,0,true,I learned about password manager usage,15448,244,29,2,sess_776029,12897
2,Unsure,2024-06-10T22:32:00.000Z,tablet,4,false,false,0,false,,15449,106,24,3,sess_203735,2132
2,Very Sure,2025-02-27T18:35:00.000Z,desktop,,true,true,25,true,,15450,60,39,4,sess_694801,9962
1,Unsure,2026-01-04T15:01:00.000Z,mobile,3,true,false,0,true,I learned about phishing email detection,15451,243,1,2,sess_183820,11990
1,Somewhat Sure,2024-09-26T20:57:00.000Z,desktop,4,true,true,25,false,,15452,279,12,3,sess_253743,4718
1,Very Sure,2025-06-22T10:42:00.000Z,tablet,3,true,false,0,false,I learned about digital footprint check,15453,124,13,4,sess_864096,9793
2,Guessed,2024-08-28T14:31:00.000Z,mobile,3,true,false,0,true,,15454,243,32,1,sess_261146,11931
1,Unsure,2025-06-06T19:17:00.000Z,tablet,,true,true,25,false,I learned about password manager usage,15455,34,29,4,sess_807999,7704
2,Somewhat Sure,2024-10-04T18:20:00.000Z,mobile,5,true,false,0,false,,15456,247,37,1,sess_765502,7760
1,Somewhat Sure,2024-11-02T20:15:00.000Z,desktop,5,true,false,0,false,,15457,192,33,1,sess_707962,14447
2,Very Sure,2025-04-02T10:11:00.000Z,mobile,5,false,false,0,false,I learned about secure connection check,15458,158,11,4,sess_863612,2039
2,Very Sure,2024-07-19T06:38:00.000Z,desktop,4,true,false,0,true,I learned about online stranger danger,15459,224,8,1,sess_234121,6765
2,Somewhat Sure,2025-02-20T20:05:00.000Z,mobile,,true,true,15,true,,15460,146,3,1,sess_885817,8258
1,Unsure,2025-12-05T11:26:00.000Z,desktop,4,true,false,0,false,,15461,30,13,1,sess_422276,6059
1,Somewhat Sure,2024-08-09T20:55:00.000Z,desktop,3,true,false,0,false,,15462,149,3,4,sess_117856,10171
1,Somewhat Sure,2025-01-19T08:13:00.000Z,mobile,,false,true,15,true,,15463,195,31,4,sess_436250,11002
1,Unsure,2024-09-28T22:13:00.000Z,desktop,3,true,true,25,true,,15464,166,21,2,sess_742323,7747
1,Unsure,2025-08-23T11:54:00.000Z,desktop,4,true,false,0,false,I learned about terms of service review,15465,211,40,1,sess_240926,10405
2,Very Sure,2024-12-17T15:25:00.000Z,mobile,,true,true,15,false,,15466,65,20,3,sess_831025,7170
2,Unsure,2025-12-10T10:42:00.000Z,mobile,3,true,true,25,false,I learned about cyberbullying response,15467,135,5,3,sess_884732,1657
2,Unsure,2025-06-23T16:41:00.000Z,tablet,3,true,true,15,true,,15468,161,20,3,sess_854921,12189
2,Somewhat Sure,2025-06-26T20:28:00.000Z,mobile,3,false,false,0,false,,15469,258,21,3,sess_317489,9218
2,Guessed,2024-06-21T13:50:00.000Z,desktop,,true,false,0,true,I learned about account security setup,15470,126,12,4,sess_389204,1972
2,Somewhat Sure,2024-10-18T11:21:00.000Z,mobile,,false,true,15,false,,15471,300,35,1,sess_161336,1460
1,Somewhat Sure,2025-01-06T11:25:00.000Z,tablet,,false,false,0,false,I learned about digital footprint check,15472,86,13,2,sess_653954,10594
1,Unsure,2025-04-01T06:14:00.000Z,mobile,,true,true,25,true,,15473,85,15,4,sess_297151,3369
2,Guessed,2025-03-11T09:27:00.000Z,mobile,,true,false,0,false,,15474,164,22,4,sess_563997,11345
2,Guessed,2024-06-02T22:50:00.000Z,mobile,,true,true,15,true,I learned about two-factor setup,15475,278,20,3,sess_693247,11087
1,Somewhat Sure,2024-10-14T14:32:00.000Z,mobile,,false,true,15,true,,15476,173,23,2,sess_953439,2296
2,Unsure,2025-10-08T17:43:00.000Z,mobile,,true,false,0,true,,15477,287,37,3,sess_232375,7141
1,Guessed,2024-12-29T11:00:00.000Z,mobile,,true,false,0,false,,15478,280,24,1,sess_640767,3879
1,Very Sure,2024-08-17T20:03:00.000Z,mobile,,false,false,0,false,I learned about public wifi risks,15479,33,21,4,sess_957383,5314
2,Somewhat Sure,2024-11-10T22:33:00.000Z,desktop,3,false,true,15,false,,15480,239,3,1,sess_135740,4254
2,Very Sure,2024-06-13T06:16:00.000Z,mobile,4,true,false,0,true,,15481,108,23,1,sess_816913,14478
2,Somewhat Sure,2025-07-19T14:23:00.000Z,desktop,4,false,false,0,true,,15482,293,18,2,sess_282306,495
1,Unsure,2024-12-26T10:06:00.000Z,mobile,3,true,false,0,false,,15483,264,16,3,sess_637521,10408
1,Somewhat Sure,2024-11-01T13:01:00.000Z,mobile,3,true,false,0,true,,15484,110,8,2,sess_648661,13024
2,Unsure,2024-07-05T07:16:00.000Z,desktop,4,true,false,0,false,,15485,240,40,3,sess_752864,1187
1,Somewhat Sure,2024-08-17T18:52:00.000Z,mobile,,true,false,0,false,I learned about safe search practices,15486,261,33,1,sess_579703,13830
2,Very Sure,2024-10-14T12:21:00.000Z,mobile,5,true,false,0,true,,15487,66,31,3,sess_555677,6582
1,Somewhat Sure,2025-09-11T18:29:00.000Z,tablet,3,true,false,0,false,,15488,90,21,3,sess_346209,2494
2,Guessed,2025-01-04T18:25:00.000Z,tablet,5,true,false,0,true,,15489,172,36,3,sess_447392,3083
2,Somewhat Sure,2025-03-16T09:55:00.000Z,mobile,,true,true,15,true,,15490,184,3,1,sess_846328,4651
1,Very Sure,2024-11-09T08:03:00.000Z,mobile,5,true,true,25,true,,15491,234,5,3,sess_701125,10149
2,Unsure,2025-08-03T08:54:00.000Z,mobile,4,true,false,0,false,,15492,249,9,3,sess_727490,11727
2,Guessed,2025-01-01T06:43:00.000Z,mobile,4,true,false,0,false,I learned about app permission review,15493,263,9,2,sess_694780,226
2,Somewhat Sure,2024-07-18T14:11:00.000Z,mobile,,true,false,0,false,,15494,131,12,1,sess_759036,13611
2,Somewhat Sure,2024-10-13T17:01:00.000Z,mobile,5,true,false,0,false,,15495,239,1,1,sess_356275,11565
1,Somewhat Sure,2024-06-30T12:30:00.000Z,mobile,5,true,false,0,false,I learned about phishing email detection,15496,227,1,3,sess_435214,11009
2,Somewhat Sure,2024-08-12T08:59:00.000Z,desktop,4,true,false,0,false,I learned about two-factor setup,15497,249,20,4,sess_821479,14638
2,Very Sure,2025-03-19T06:53:00.000Z,mobile,4,true,false,0,true,,15498,122,13,1,sess_943019,6488
2,Somewhat Sure,2025-09-06T07:07:00.000Z,desktop,,true,false,0,true,,15499,209,14,2,sess_581470,3111
1,Unsure,2024-12-29T16:00:00.000Z,desktop,4,false,true,25,false,,15500,34,9,4,sess_751027,3689
1,Somewhat Sure,2024-09-06T17:36:00.000Z,mobile,,true,false,0,false,,15501,251,5,2,sess_287590,2045
1,Guessed,2024-08-10T13:00:00.000Z,desktop,,false,false,0,true,,15502,91,1,2,sess_291373,3967
1,Somewhat Sure,2024-06-15T10:48:00.000Z,desktop,5,true,true,15,false,I learned about chat safety rules,15503,226,26,1,sess_812758,5534
1,Unsure,2025-05-13T07:59:00.000Z,mobile,,true,true,15,true,,15504,178,14,1,sess_883099,1340
1,Very Sure,2025-11-04T15:07:00.000Z,mobile,,true,false,0,false,,15505,191,10,2,sess_622947,9892
2,Very Sure,2025-03-17T21:18:00.000Z,mobile,4,true,false,0,true,I learned about software updates,15506,292,31,1,sess_538313,8418
2,Unsure,2024-12-24T14:17:00.000Z,mobile,3,false,true,40,true,,15507,295,38,1,sess_953818,8978
2,Guessed,2025-09-03T18:29:00.000Z,desktop,4,true,false,0,false,,15508,162,34,2,sess_126129,10649
2,Very Sure,2025-09-10T17:34:00.000Z,mobile,5,true,true,15,false,,15509,128,17,3,sess_849023,2585
1,Very Sure,2024-11-15T07:27:00.000Z,desktop,5,false,false,0,false,,15510,130,13,2,sess_795226,1006
1,Unsure,2024-09-22T18:18:00.000Z,tablet,3,true,false,0,false,,15511,177,24,3,sess_104499,2267
1,Very Sure,2025-08-10T22:56:00.000Z,mobile,,true,false,0,false,,15512,136,3,2,sess_204285,5932
2,Very Sure,2025-09-17T17:00:00.000Z,mobile,,true,false,0,false,I learned about comment etiquette,15513,173,35,3,sess_927536,12214
2,Guessed,2024-11-05T19:40:00.000Z,mobile,4,true,true,25,false,,15514,283,12,3,sess_943357,11168
1,Very Sure,2025-04-17T06:24:00.000Z,desktop,3,true,false,0,false,,15515,193,31,1,sess_532629,6382
2,Unsure,2025-06-21T22:26:00.000Z,mobile,3,true,false,0,false,,15516,200,34,2,sess_593976,2745
1,Very Sure,2024-08-28T14:35:00.000Z,mobile,,true,false,0,true,,15517,132,31,1,sess_992644,13527
1,Somewhat Sure,2024-11-05T07:11:00.000Z,desktop,,false,false,0,false,I learned about digital wellness check,15518,137,36,1,sess_316551,7638
1,Unsure,2025-07-05T19:47:00.000Z,desktop,,true,false,0,false,,15519,269,1,2,sess_815153,10585
2,Unsure,2025-07-01T11:17:00.000Z,desktop,,true,true,40,false,I learned about identity theft prevention,15520,61,22,2,sess_477398,9732
1,Unsure,2025-09-03T10:17:00.000Z,mobile,,true,false,0,false,,15521,257,38,3,sess_810972,1544
1,Very Sure,2024-07-18T21:52:00.000Z,desktop,5,true,false,0,true,,15522,150,26,4,sess_300293,8266
2,Somewhat Sure,2025-02-06T22:51:00.000Z,desktop,,true,false,0,false,I learned about screen time management,15523,197,14,4,sess_403815,3237
1,Very Sure,2024-09-30T22:20:00.000Z,desktop,,false,true,25,true,I learned about online shopping safety,15524,299,16,4,sess_262157,9263
1,Very Sure,2024-06-29T16:02:00.000Z,mobile,,true,false,0,false,,15525,125,17,2,sess_323200,10469
2,Guessed,2025-11-19T10:47:00.000Z,mobile,,true,false,0,false,,15526,165,38,3,sess_252255,12452
1,Somewhat Sure,2025-12-21T13:12:00.000Z,mobile,4,true,false,0,false,,15527,194,26,3,sess_715717,3316
1,Somewhat Sure,2025-10-02T22:10:00.000Z,desktop,,false,false,0,false,,15528,99,29,3,sess_765816,11187
1,Very Sure,2025-08-27T14:30:00.000Z,desktop,3,true,false,0,false,,15529,148,23,4,sess_567645,8950
2,Unsure,2024-11-02T07:24:00.000Z,mobile,3,true,false,0,false,,15530,240,15,3,sess_375671,4288
2,Very Sure,2024-09-19T16:32:00.000Z,mobile,3,true,false,0,true,,15531,91,37,3,sess_146133,10513
2,Very Sure,2024-11-25T12:29:00.000Z,tablet,3,true,true,15,true,I learned about secure connection check,15532,100,11,1,sess_582939,8919
1,Somewhat Sure,2024-08-12T08:22:00.000Z,mobile,5,true,false,0,true,I learned about software updates,15533,47,31,2,sess_174892,9942
2,Unsure,2024-07-21T10:29:00.000Z,mobile,4,true,false,0,false,,15534,170,37,1,sess_861709,7602
1,Very Sure,2025-12-11T14:39:00.000Z,tablet,3,true,false,0,false,,15535,200,1,2,sess_193318,2249
2,Guessed,2024-12-04T15:38:00.000Z,mobile,,true,false,0,false,,15536,99,21,4,sess_463550,1051
2,Unsure,2025-01-22T19:52:00.000Z,mobile,5,true,false,0,true,I learned about suspicious link alert,15537,214,4,1,sess_966571,10961
1,Unsure,2024-07-14T11:02:00.000Z,desktop,4,true,true,40,false,I learned about malware prevention,15538,109,19,3,sess_439301,9553
1,Unsure,2024-07-25T21:13:00.000Z,tablet,5,true,false,0,true,I learned about blocking and filtering,15539,268,24,1,sess_418702,11891
1,Unsure,2025-12-27T13:50:00.000Z,mobile,4,true,true,40,false,,15540,189,22,2,sess_149601,4158
1,Unsure,2024-06-06T15:24:00.000Z,mobile,,false,true,15,false,,15541,160,23,2,sess_394256,5388
2,Very Sure,2024-07-03T13:54:00.000Z,desktop,5,true,false,0,false,,15542,297,23,3,sess_606809,8365
2,Unsure,2025-03-18T11:05:00.000Z,mobile,5,true,false,0,false,I learned about screen time management,15543,271,14,3,sess_668923,11971
2,Unsure,2024-09-29T18:35:00.000Z,mobile,3,true,false,0,false,,15544,95,19,2,sess_780640,2159
1,Very Sure,2025-03-05T18:31:00.000Z,tablet,5,true,false,0,false,,15545,74,40,3,sess_486734,14201
1,Somewhat Sure,2025-08-02T15:55:00.000Z,mobile,,true,true,40,false,,15546,235,38,1,sess_869386,5121
2,Guessed,2024-08-04T13:19:00.000Z,desktop,,true,false,0,false,,15547,143,39,1,sess_874712,10101
2,Somewhat Sure,2025-12-03T18:29:00.000Z,mobile,5,true,false,0,false,,15548,278,13,1,sess_698224,10566
1,Somewhat Sure,2025-01-07T08:47:00.000Z,desktop,,true,true,15,false,,15549,208,35,1,sess_809255,3989
1,Unsure,2024-09-04T06:36:00.000Z,mobile,5,true,true,40,true,,15550,58,38,1,sess_216591,670
2,Guessed,2025-07-02T13:37:00.000Z,tablet,3,true,true,15,false,,15551,284,6,2,sess_351298,1095
2,Somewhat Sure,2024-06-02T11:14:00.000Z,desktop,4,true,false,0,false,,15552,277,8,2,sess_572265,6157
2,Very Sure,2024-08-08T19:30:00.000Z,desktop,4,false,false,0,true,I learned about website credibility,15553,234,28,3,sess_738000,3575
1,Somewhat Sure,2024-08-06T19:36:00.000Z,tablet,4,true,false,0,false,,15554,227,24,4,sess_989099,2060
1,Unsure,2024-11-14T15:43:00.000Z,desktop,5,true,false,0,true,,15555,104,16,3,sess_481104,13531
1,Unsure,2025-03-09T10:43:00.000Z,desktop,,true,true,15,true,I learned about secure connection check,15556,158,11,1,sess_720136,14351
2,Very Sure,2024-09-04T14:04:00.000Z,mobile,,true,false,0,true,I learned about two-factor setup,15557,60,20,2,sess_212066,2060
2,Somewhat Sure,2024-09-11T13:40:00.000Z,mobile,3,true,false,0,true,,15558,68,39,1,sess_746496,14814
1,Somewhat Sure,2025-06-23T09:44:00.000Z,mobile,5,true,false,0,false,I learned about terms of service review,15559,215,40,3,sess_828032,4821
2,Very Sure,2025-09-03T13:20:00.000Z,desktop,5,false,false,0,false,,15560,61,29,3,sess_962975,14576
1,Very Sure,2025-05-29T07:12:00.000Z,mobile,,true,false,0,false,,15561,263,19,1,sess_556405,6873
1,Unsure,2025-02-15T09:00:00.000Z,mobile,,true,false,0,false,I learned about terms of service review,15562,273,40,1,sess_808981,12754
2,Very Sure,2025-05-03T21:30:00.000Z,tablet,4,true,false,0,false,I learned about secure connection check,15563,157,11,4,sess_399506,12169
1,Somewhat Sure,2025-08-05T19:53:00.000Z,tablet,5,false,false,0,false,,15564,176,30,4,sess_140860,13128
1,Somewhat Sure,2025-01-18T10:21:00.000Z,mobile,3,true,false,0,false,,15565,245,29,1,sess_293471,12083
1,Somewhat Sure,2025-05-30T19:40:00.000Z,mobile,5,true,true,40,false,,15566,161,22,2,sess_546794,3817
1,Somewhat Sure,2025-01-20T15:41:00.000Z,tablet,,false,false,0,true,,15567,173,40,3,sess_587963,4613
2,Very Sure,2025-10-09T17:38:00.000Z,tablet,4,true,false,0,true,I learned about location sharing risks,15568,140,18,3,sess_148885,1266
1,Somewhat Sure,2025-11-07T22:53:00.000Z,mobile,4,true,false,0,true,I learned about digital footprint check,15569,186,13,4,sess_531279,11851
1,Somewhat Sure,2025-12-25T06:15:00.000Z,mobile,,true,false,0,false,,15570,228,15,3,sess_249814,9336
1,Unsure,2025-05-09T13:29:00.000Z,mobile,,false,false,0,false,,15571,30,7,2,sess_181926,4412
2,Guessed,2024-08-20T12:25:00.000Z,tablet,,true,true,25,false,I learned about data privacy choices,15572,298,10,4,sess_173832,14256
2,Unsure,2025-11-04T20:11:00.000Z,desktop,,true,false,0,true,I learned about website credibility,15573,203,28,3,sess_337668,1494
2,Very Sure,2024-08-13T16:03:00.000Z,tablet,3,true,false,0,false,,15574,199,10,3,sess_302780,3729
2,Unsure,2025-11-14T13:11:00.000Z,mobile,5,true,false,0,false,I learned about email attachment safety,15575,102,27,3,sess_364248,13554
1,Very Sure,2025-08-13T10:20:00.000Z,mobile,,false,true,15,false,I learned about personal info sharing,15576,123,3,1,sess_129234,4850
1,Somewhat Sure,2025-01-26T17:39:00.000Z,mobile,4,false,false,0,false,I learned about comment etiquette,15577,287,35,4,sess_444299,14796
1,Very Sure,2025-09-19T12:28:00.000Z,mobile,,false,true,15,false,I learned about comment etiquette,15578,67,35,1,sess_891446,1400
1,Guessed,2025-05-02T06:21:00.000Z,mobile,,true,false,0,true,,15579,232,21,3,sess_872163,4320
2,Unsure,2025-04-17T21:14:00.000Z,mobile,5,false,true,25,false,,15580,294,25,3,sess_603898,7155
1,Very Sure,2024-09-09T22:52:00.000Z,mobile,3,true,false,0,false,I learned about digital footprint check,15581,272,13,4,sess_710778,14129
1,Unsure,2025-10-12T20:11:00.000Z,mobile,5,true,false,0,false,I learned about app permission review,15582,300,9,3,sess_100008,4274
2,Somewhat Sure,2025-11-03T07:48:00.000Z,desktop,4,true,false,0,true,,15583,120,2,1,sess_938567,4993
1,Very Sure,2025-07-27T07:35:00.000Z,desktop,,false,true,15,false,,15584,87,23,2,sess_474427,11249
2,Unsure,2025-09-10T21:37:00.000Z,desktop,,true,true,15,false,,15585,225,8,3,sess_953877,2118
2,Very Sure,2024-10-13T12:55:00.000Z,mobile,,true,false,0,false,,15586,256,2,2,sess_277268,10435
2,Very Sure,2024-11-25T09:34:00.000Z,tablet,,true,false,0,true,,15587,103,33,4,sess_184590,8182
2,Unsure,2025-08-07T08:15:00.000Z,mobile,,true,false,0,false,,15588,150,10,2,sess_953906,9095
2,Somewhat Sure,2025-12-28T10:51:00.000Z,desktop,,true,false,0,false,I learned about terms of service review,15589,265,40,2,sess_829749,6486
2,Somewhat Sure,2024-07-08T07:03:00.000Z,desktop,,true,true,15,false,,15590,97,26,1,sess_419918,9338
2,Very Sure,2024-12-24T09:45:00.000Z,desktop,,true,false,0,false,I learned about chat safety rules,15591,262,26,3,sess_281553,5902
1,Somewhat Sure,2025-03-22T11:19:00.000Z,desktop,4,true,true,15,false,,15592,163,2,3,sess_982679,9511
1,Very Sure,2025-08-28T15:03:00.000Z,mobile,,true,false,0,false,,15593,244,20,1,sess_824315,13330
1,Guessed,2025-02-11T08:56:00.000Z,tablet,,true,false,0,true,,15594,258,37,2,sess_571031,8472
1,Somewhat Sure,2025-11-24T18:05:00.000Z,mobile,5,true,false,0,false,I learned about online stranger danger,15595,102,8,4,sess_967602,800
1,Somewhat Sure,2025-06-28T16:00:00.000Z,desktop,,false,false,0,false,,15596,102,40,2,sess_953118,1566
2,Somewhat Sure,2025-09-16T11:08:00.000Z,tablet,4,true,false,0,false,,15597,97,27,2,sess_358393,12754
1,Unsure,2024-10-28T08:42:00.000Z,mobile,,false,false,0,false,I learned about personal info sharing,15598,67,3,3,sess_703415,7514
2,Unsure,2025-09-12T22:00:00.000Z,tablet,,true,false,0,false,,15599,188,7,3,sess_568648,9512
2,Very Sure,2025-11-28T12:45:00.000Z,mobile,,true,true,15,false,,15600,144,35,1,sess_634512,10833
2,Unsure,2025-04-06T17:53:00.000Z,desktop,,true,false,0,false,,15601,88,23,4,sess_190941,385
2,Unsure,2025-04-04T06:15:00.000Z,desktop,5,false,false,0,false,,15602,168,2,4,sess_205448,2093
2,Somewhat Sure,2024-07-15T10:42:00.000Z,mobile,3,true,false,0,true,,15603,55,11,2,sess_978917,13674
2,Somewhat Sure,2024-10-14T16:38:00.000Z,mobile,,true,false,0,false,,15604,42,18,2,sess_239594,8218
2,Somewhat Sure,2025-04-15T16:08:00.000Z,mobile,,true,false,0,false,,15605,105,35,4,sess_466903,13533
1,Very Sure,2024-11-17T20:27:00.000Z,mobile,4,true,false,0,false,,15606,211,30,4,sess_772370,8012
1,Somewhat Sure,2025-03-07T09:05:00.000Z,desktop,4,false,false,0,true,,15607,188,4,1,sess_147602,8998
1,Unsure,2025-05-04T07:57:00.000Z,mobile,4,true,true,15,false,,15608,52,2,3,sess_454417,2246
2,Very Sure,2024-11-01T13:07:00.000Z,mobile,,true,true,25,true,,15609,107,16,4,sess_364724,13371
2,Very Sure,2025-11-14T17:29:00.000Z,mobile,5,false,false,0,false,,15610,138,4,1,sess_766004,31
2,Guessed,2025-10-11T22:43:00.000Z,tablet,3,true,false,0,false,,15611,54,6,1,sess_576981,11877
2,Somewhat Sure,2025-04-07T06:56:00.000Z,tablet,,true,false,0,false,,15612,146,37,3,sess_579151,11910
2,Very Sure,2025-07-05T11:19:00.000Z,mobile,,true,false,0,false,,15613,98,14,2,sess_431770,14309
2,Unsure,2025-01-17T17:52:00.000Z,desktop,,true,false,0,false,,15614,124,22,4,sess_278290,5361
1,Very Sure,2024-07-21T08:02:00.000Z,desktop,3,true,false,0,false,,15615,242,13,2,sess_321354,847
1,Somewhat Sure,2025-01-03T18:31:00.000Z,mobile,3,true,false,0,false,,15616,99,33,1,sess_358898,14254
2,Unsure,2025-06-03T18:58:00.000Z,mobile,,false,false,0,false,,15617,187,23,1,sess_963755,4887
2,Unsure,2025-07-08T17:31:00.000Z,mobile,4,true,false,0,false,I learned about screen time management,15618,249,14,2,sess_266407,4049
2,Somewhat Sure,2025-01-14T21:09:00.000Z,desktop,,true,false,0,false,,15619,266,40,2,sess_292587,2868
2,Very Sure,2024-09-05T15:06:00.000Z,mobile,5,true,false,0,true,,15620,225,32,4,sess_323914,1423
2,Unsure,2025-09-04T19:34:00.000Z,desktop,,true,false,0,false,,15621,218,34,4,sess_289910,10619
2,Somewhat Sure,2024-06-15T12:33:00.000Z,mobile,,true,false,0,false,,15622,114,35,3,sess_209857,1105
2,Very Sure,2024-08-15T20:12:00.000Z,mobile,,true,false,0,false,,15623,217,5,2,sess_121978,4999
2,Somewhat Sure,2025-05-06T14:08:00.000Z,mobile,3,false,false,0,false,,15624,156,35,3,sess_969183,5749
1,Somewhat Sure,2025-06-02T18:29:00.000Z,mobile,,true,false,0,false,,15625,112,31,2,sess_607530,11279
2,Very Sure,2024-06-08T19:05:00.000Z,mobile,5,true,false,0,false,I learned about terms of service review,15626,31,40,3,sess_929441,4016
1,Unsure,2024-12-19T13:30:00.000Z,mobile,4,true,false,0,false,I learned about backup importance,15627,87,30,2,sess_523137,10947
1,Somewhat Sure,2024-12-19T21:13:00.000Z,mobile,5,true,false,0,false,,15628,43,13,1,sess_611122,13920
1,Unsure,2024-06-23T15:17:00.000Z,desktop,,true,false,0,false,,15629,134,21,4,sess_257581,10687
1,Somewhat Sure,2024-09-19T20:35:00.000Z,desktop,3,false,false,0,true,,15630,198,31,2,sess_755242,5032
1,Very Sure,2025-08-13T06:58:00.000Z,tablet,,true,false,0,false,I learned about cyberbullying response,15631,174,5,4,sess_347264,12537
1,Unsure,2024-09-01T16:35:00.000Z,mobile,5,true,false,0,false,,15632,195,38,3,sess_454787,2782
2,Unsure,2025-12-09T20:44:00.000Z,mobile,3,false,false,0,false,,15633,254,37,3,sess_312730,4736
1,Somewhat Sure,2025-08-17T22:47:00.000Z,desktop,3,true,true,15,false,I learned about secure connection check,15634,49,11,1,sess_746263,13734
2,Somewhat Sure,2025-12-09T10:00:00.000Z,mobile,,true,false,0,false,,15635,46,11,4,sess_600886,13494
2,Somewhat Sure,2025-09-29T13:46:00.000Z,mobile,3,true,false,0,false,I learned about phishing email detection,15636,158,1,3,sess_865535,3111
2,Unsure,2024-12-12T18:22:00.000Z,desktop,,true,true,15,false,,15637,195,8,3,sess_975648,13537
2,Somewhat Sure,2024-08-08T11:02:00.000Z,mobile,,true,true,15,true,,15638,186,33,3,sess_149404,11172
2,Somewhat Sure,2025-07-14T21:20:00.000Z,mobile,5,true,true,25,false,I learned about profile privacy settings,15639,268,34,1,sess_829283,7750
1,Somewhat Sure,2024-07-05T17:01:00.000Z,tablet,,true,false,0,false,,15640,59,8,1,sess_841566,7944
1,Somewhat Sure,2025-10-31T14:34:00.000Z,desktop,,true,false,0,false,,15641,180,18,3,sess_413099,5650
1,Guessed,2025-07-16T18:50:00.000Z,mobile,,true,true,15,false,I learned about online stranger danger,15642,87,8,3,sess_868584,13105
2,Somewhat Sure,2025-09-19T16:55:00.000Z,tablet,,true,false,0,false,,15643,264,5,1,sess_977614,13258
2,Very Sure,2025-07-11T08:49:00.000Z,desktop,5,true,false,0,false,,15644,239,10,3,sess_147502,4016
